,Year,County,State,Value
0,2015,DALLAS,ALABAMA,29.7
1,2015,HALE,ALABAMA,35.2
2,2015,LOWNDES,ALABAMA,28.0
3,2015,PERRY,ALABAMA,27.7
4,2015,SUMTER,ALABAMA,29.6
5,2015,BALDWIN,ALABAMA,43.4
6,2015,ESCAMBIA,ALABAMA,35.9
7,2015,MONROE,ALABAMA,30.9
8,2015,BLOUNT,ALABAMA,43.8
9,2015,CHEROKEE,ALABAMA,30.3
10,2015,CULLMAN,ALABAMA,53.6
11,2015,ETOWAH,ALABAMA,36.9
12,2015,JACKSON,ALABAMA,35.0
13,2015,COLBERT,ALABAMA,44.1
14,2015,LAUDERDALE,ALABAMA,46.5
15,2015,LAWRENCE,ALABAMA,42.6
16,2015,LIMESTONE,ALABAMA,47.4
17,2015,MADISON,ALABAMA,45.8
18,2015,MORGAN,ALABAMA,42.9
19,2015,CHILTON,ALABAMA,41.7
20,2015,FAYETTE,ALABAMA,22.2
21,2015,TALLADEGA,ALABAMA,40.3
22,2015,TUSCALOOSA,ALABAMA,44.2
23,2015,BARBOUR,ALABAMA,52.1
24,2015,COVINGTON,ALABAMA,38.4
25,2015,GENEVA,ALABAMA,36.7
26,2015,HOUSTON,ALABAMA,26.7
27,2015,PIKE,ALABAMA,30.0
28,2015,PERRY,ARKANSAS,25.4
29,2015,ARKANSAS,ARKANSAS,53.9
30,2015,CRITTENDEN,ARKANSAS,43.7
31,2015,CROSS,ARKANSAS,48.2
32,2015,LEE,ARKANSAS,47.6
33,2015,LONOKE,ARKANSAS,46.4
34,2015,MONROE,ARKANSAS,46.4
35,2015,PHILLIPS,ARKANSAS,47.1
36,2015,PRAIRIE,ARKANSAS,47.9
37,2015,WOODRUFF,ARKANSAS,40.7
38,2015,CLAY,ARKANSAS,49.9
39,2015,CRAIGHEAD,ARKANSAS,52.0
40,2015,GREENE,ARKANSAS,45.2
41,2015,INDEPENDENCE,ARKANSAS,40.8
42,2015,JACKSON,ARKANSAS,40.5
43,2015,LAWRENCE,ARKANSAS,37.9
44,2015,MISSISSIPPI,ARKANSAS,53.0
45,2015,POINSETT,ARKANSAS,51.8
46,2015,RANDOLPH,ARKANSAS,45.2
47,2015,WHITE,ARKANSAS,39.8
48,2015,BENTON,ARKANSAS,37.3
49,2015,ASHLEY,ARKANSAS,56.1
50,2015,CHICOT,ARKANSAS,53.0
51,2015,DESHA,ARKANSAS,61.1
52,2015,DREW,ARKANSAS,57.0
53,2015,JEFFERSON,ARKANSAS,60.6
54,2015,LINCOLN,ARKANSAS,58.3
55,2015,KENT,DELAWARE,42.5
56,2015,NEW CASTLE,DELAWARE,40.9
57,2015,SUSSEX,DELAWARE,37.8
58,2015,BLECKLEY,GEORGIA,42.8
59,2015,DODGE,GEORGIA,34.8
60,2015,LAURENS,GEORGIA,48.9
61,2015,PEACH,GEORGIA,55.1
62,2015,BURKE,GEORGIA,37.5
63,2015,JEFFERSON,GEORGIA,38.1
64,2015,JENKINS,GEORGIA,45.8
65,2015,HART,GEORGIA,42.7
66,2015,OGLETHORPE,GEORGIA,35.3
67,2015,CHATTOOGA,GEORGIA,39.0
68,2015,GORDON,GEORGIA,39.8
69,2015,WALKER,GEORGIA,50.5
70,2015,BERRIEN,GEORGIA,44.2
71,2015,BROOKS,GEORGIA,57.7
72,2015,COFFEE,GEORGIA,40.7
73,2015,COLQUITT,GEORGIA,47.0
74,2015,JEFF DAVIS,GEORGIA,46.4
75,2015,TELFAIR,GEORGIA,36.2
76,2015,TIFT,GEORGIA,46.7
77,2015,APPLING,GEORGIA,51.7
78,2015,EVANS,GEORGIA,35.5
79,2015,PIERCE,GEORGIA,44.6
80,2015,TATTNALL,GEORGIA,37.9
81,2015,TOOMBS,GEORGIA,46.9
82,2015,WARE,GEORGIA,47.7
83,2015,DECATUR,GEORGIA,55.2
84,2015,EARLY,GEORGIA,44.7
85,2015,GRADY,GEORGIA,47.7
86,2015,MITCHELL,GEORGIA,58.1
87,2015,SEMINOLE,GEORGIA,44.3
88,2015,TERRELL,GEORGIA,42.3
89,2015,THOMAS,GEORGIA,50.0
90,2015,MACON,GEORGIA,36.7
91,2015,MARION,GEORGIA,35.0
92,2015,TAYLOR,GEORGIA,35.1
93,2015,DE WITT,ILLINOIS,63.4
94,2015,LOGAN,ILLINOIS,56.6
95,2015,MACON,ILLINOIS,67.4
96,2015,MARSHALL,ILLINOIS,60.1
97,2015,MASON,ILLINOIS,51.4
98,2015,MCLEAN,ILLINOIS,64.6
99,2015,MENARD,ILLINOIS,60.0
100,2015,PEORIA,ILLINOIS,60.7
101,2015,STARK,ILLINOIS,62.6
102,2015,TAZEWELL,ILLINOIS,60.4
103,2015,WOODFORD,ILLINOIS,63.4
104,2015,CHAMPAIGN,ILLINOIS,64.0
105,2015,FORD,ILLINOIS,58.6
106,2015,IROQUOIS,ILLINOIS,52.1
107,2015,KANKAKEE,ILLINOIS,45.6
108,2015,LIVINGSTON,ILLINOIS,59.5
109,2015,PIATT,ILLINOIS,73.1
110,2015,VERMILION,ILLINOIS,61.2
111,2015,CLARK,ILLINOIS,60.1
112,2015,CLAY,ILLINOIS,46.1
113,2015,COLES,ILLINOIS,62.3
114,2015,CRAWFORD,ILLINOIS,51.0
115,2015,CUMBERLAND,ILLINOIS,58.6
116,2015,DOUGLAS,ILLINOIS,67.0
117,2015,EDGAR,ILLINOIS,58.2
118,2015,EFFINGHAM,ILLINOIS,52.8
119,2015,FAYETTE,ILLINOIS,50.4
120,2015,JASPER,ILLINOIS,53.1
121,2015,LAWRENCE,ILLINOIS,50.8
122,2015,MARION,ILLINOIS,48.1
123,2015,MOULTRIE,ILLINOIS,64.8
124,2015,RICHLAND,ILLINOIS,48.0
125,2015,SHELBY,ILLINOIS,59.6
126,2015,BOONE,ILLINOIS,58.1
127,2015,GRUNDY,ILLINOIS,53.2
128,2015,KANE,ILLINOIS,57.4
129,2015,LAKE,ILLINOIS,44.0
130,2015,MCHENRY,ILLINOIS,55.9
131,2015,WILL,ILLINOIS,49.8
132,2015,BUREAU,ILLINOIS,60.2
133,2015,CARROLL,ILLINOIS,63.6
134,2015,HENRY,ILLINOIS,59.4
135,2015,JO DAVIESS,ILLINOIS,55.3
136,2015,LEE,ILLINOIS,60.5
137,2015,MERCER,ILLINOIS,59.3
138,2015,OGLE,ILLINOIS,60.2
139,2015,PUTNAM,ILLINOIS,60.0
140,2015,ROCK ISLAND,ILLINOIS,58.2
141,2015,STEPHENSON,ILLINOIS,59.9
142,2015,WHITESIDE,ILLINOIS,60.7
143,2015,WINNEBAGO,ILLINOIS,54.9
144,2015,FRANKLIN,ILLINOIS,45.9
145,2015,GALLATIN,ILLINOIS,51.6
146,2015,HARDIN,ILLINOIS,43.3
147,2015,JEFFERSON,ILLINOIS,42.1
148,2015,MASSAC,ILLINOIS,50.2
149,2015,POPE,ILLINOIS,48.2
150,2015,WABASH,ILLINOIS,49.1
151,2015,WAYNE,ILLINOIS,44.1
152,2015,WHITE,ILLINOIS,47.7
153,2015,CLINTON,ILLINOIS,48.0
154,2015,JOHNSON,ILLINOIS,41.3
155,2015,MONROE,ILLINOIS,44.7
156,2015,PERRY,ILLINOIS,42.9
157,2015,PULASKI,ILLINOIS,46.1
158,2015,RANDOLPH,ILLINOIS,41.7
159,2015,WASHINGTON,ILLINOIS,43.5
160,2015,WILLIAMSON,ILLINOIS,46.0
161,2015,ADAMS,ILLINOIS,52.1
162,2015,BROWN,ILLINOIS,49.0
163,2015,FULTON,ILLINOIS,56.0
164,2015,HANCOCK,ILLINOIS,56.2
165,2015,HENDERSON,ILLINOIS,57.3
166,2015,KNOX,ILLINOIS,63.2
167,2015,MCDONOUGH,ILLINOIS,59.7
168,2015,SCHUYLER,ILLINOIS,53.2
169,2015,WARREN,ILLINOIS,60.5
170,2015,BOND,ILLINOIS,48.5
171,2015,CALHOUN,ILLINOIS,55.2
172,2015,CASS,ILLINOIS,60.0
173,2015,CHRISTIAN,ILLINOIS,60.2
174,2015,GREENE,ILLINOIS,55.9
175,2015,JERSEY,ILLINOIS,53.7
176,2015,MACOUPIN,ILLINOIS,55.0
177,2015,MADISON,ILLINOIS,55.1
178,2015,MONTGOMERY,ILLINOIS,56.6
179,2015,MORGAN,ILLINOIS,58.1
180,2015,PIKE,ILLINOIS,47.7
181,2015,SANGAMON,ILLINOIS,60.7
182,2015,SCOTT,ILLINOIS,50.7
183,2015,BARTHOLOMEW,INDIANA,52.5
184,2015,BOONE,INDIANA,49.9
185,2015,CLINTON,INDIANA,53.2
186,2015,DECATUR,INDIANA,57.4
187,2015,GRANT,INDIANA,44.8
188,2015,HAMILTON,INDIANA,50.1
189,2015,HANCOCK,INDIANA,48.2
190,2015,HENDRICKS,INDIANA,52.0
191,2015,HOWARD,INDIANA,51.9
192,2015,JOHNSON,INDIANA,53.0
193,2015,MADISON,INDIANA,49.1
194,2015,MARION,INDIANA,53.0
195,2015,MORGAN,INDIANA,49.7
196,2015,RUSH,INDIANA,55.9
197,2015,SHELBY,INDIANA,53.2
198,2015,TIPTON,INDIANA,54.9
199,2015,BLACKFORD,INDIANA,45.1
200,2015,DELAWARE,INDIANA,48.0
201,2015,FAYETTE,INDIANA,56.2
202,2015,HENRY,INDIANA,53.3
203,2015,JAY,INDIANA,43.7
204,2015,RANDOLPH,INDIANA,49.1
205,2015,UNION,INDIANA,55.6
206,2015,WAYNE,INDIANA,54.6
207,2015,CARROLL,INDIANA,54.2
208,2015,CASS,INDIANA,51.1
209,2015,ELKHART,INDIANA,51.1
210,2015,FULTON,INDIANA,45.2
211,2015,KOSCIUSKO,INDIANA,51.5
212,2015,MARSHALL,INDIANA,47.3
213,2015,MIAMI,INDIANA,48.5
214,2015,ST. JOSEPH,INDIANA,45.9
215,2015,WABASH,INDIANA,48.4
216,2015,ADAMS,INDIANA,40.9
217,2015,ALLEN,INDIANA,42.7
218,2015,HUNTINGTON,INDIANA,46.5
219,2015,LAGRANGE,INDIANA,51.6
220,2015,NOBLE,INDIANA,50.2
221,2015,STEUBEN,INDIANA,48.9
222,2015,WELLS,INDIANA,41.5
223,2015,WHITLEY,INDIANA,43.8
224,2015,BENTON,INDIANA,56.9
225,2015,JASPER,INDIANA,40.4
226,2015,LAKE,INDIANA,47.6
227,2015,NEWTON,INDIANA,50.2
228,2015,PORTER,INDIANA,54.5
229,2015,PULASKI,INDIANA,43.8
230,2015,STARKE,INDIANA,46.9
231,2015,WHITE,INDIANA,51.3
232,2015,FLOYD,INDIANA,38.5
233,2015,HARRISON,INDIANA,49.1
234,2015,JACKSON,INDIANA,46.1
235,2015,LAWRENCE,INDIANA,48.9
236,2015,MONROE,INDIANA,48.6
237,2015,ORANGE,INDIANA,53.3
238,2015,WASHINGTON,INDIANA,46.9
239,2015,CLARK,INDIANA,44.6
240,2015,DEARBORN,INDIANA,48.2
241,2015,FRANKLIN,INDIANA,55.9
242,2015,JEFFERSON,INDIANA,41.0
243,2015,JENNINGS,INDIANA,48.7
244,2015,OHIO,INDIANA,47.9
245,2015,RIPLEY,INDIANA,45.4
246,2015,SCOTT,INDIANA,43.8
247,2015,SWITZERLAND,INDIANA,52.4
248,2015,DAVIESS,INDIANA,53.4
249,2015,DUBOIS,INDIANA,54.4
250,2015,GIBSON,INDIANA,55.2
251,2015,GREENE,INDIANA,48.6
252,2015,KNOX,INDIANA,47.8
253,2015,POSEY,INDIANA,57.3
254,2015,SPENCER,INDIANA,53.2
255,2015,SULLIVAN,INDIANA,49.2
256,2015,VANDERBURGH,INDIANA,53.5
257,2015,WARRICK,INDIANA,50.3
258,2015,CLAY,INDIANA,50.4
259,2015,FOUNTAIN,INDIANA,53.4
260,2015,MONTGOMERY,INDIANA,53.7
261,2015,OWEN,INDIANA,45.1
262,2015,PARKE,INDIANA,51.1
263,2015,PUTNAM,INDIANA,55.1
264,2015,TIPPECANOE,INDIANA,50.1
265,2015,VERMILLION,INDIANA,54.5
266,2015,VIGO,INDIANA,49.2
267,2015,WARREN,INDIANA,58.5
268,2015,BOONE,IOWA,53.7
269,2015,DALLAS,IOWA,55.1
270,2015,GRUNDY,IOWA,60.5
271,2015,HAMILTON,IOWA,54.3
272,2015,HARDIN,IOWA,55.6
273,2015,JASPER,IOWA,57.9
274,2015,MARSHALL,IOWA,59.4
275,2015,POLK,IOWA,52.4
276,2015,POWESHIEK,IOWA,56.3
277,2015,STORY,IOWA,51.0
278,2015,TAMA,IOWA,57.9
279,2015,WEBSTER,IOWA,54.9
280,2015,BENTON,IOWA,56.5
281,2015,CEDAR,IOWA,56.9
282,2015,CLINTON,IOWA,59.2
283,2015,IOWA,IOWA,56.2
284,2015,JACKSON,IOWA,58.3
285,2015,JOHNSON,IOWA,55.4
286,2015,JONES,IOWA,55.2
287,2015,LINN,IOWA,56.2
288,2015,MUSCATINE,IOWA,56.2
289,2015,SCOTT,IOWA,61.1
290,2015,BUTLER,IOWA,57.7
291,2015,CERRO GORDO,IOWA,58.9
292,2015,FLOYD,IOWA,58.0
293,2015,FRANKLIN,IOWA,57.8
294,2015,HANCOCK,IOWA,59.6
295,2015,HUMBOLDT,IOWA,56.6
296,2015,KOSSUTH,IOWA,61.0
297,2015,MITCHELL,IOWA,59.7
298,2015,WINNEBAGO,IOWA,59.4
299,2015,WORTH,IOWA,59.4
300,2015,WRIGHT,IOWA,59.0
301,2015,ALLAMAKEE,IOWA,54.1
302,2015,BLACK HAWK,IOWA,56.0
303,2015,BREMER,IOWA,59.4
304,2015,BUCHANAN,IOWA,57.7
305,2015,CHICKASAW,IOWA,55.6
306,2015,CLAYTON,IOWA,56.8
307,2015,DELAWARE,IOWA,56.8
308,2015,DUBUQUE,IOWA,59.1
309,2015,FAYETTE,IOWA,56.3
310,2015,HOWARD,IOWA,59.9
311,2015,WINNESHIEK,IOWA,55.6
312,2015,BUENA VISTA,IOWA,59.6
313,2015,CHEROKEE,IOWA,62.7
314,2015,CLAY,IOWA,60.7
315,2015,DICKINSON,IOWA,56.4
316,2015,EMMET,IOWA,58.1
317,2015,LYON,IOWA,61.1
318,2015,OSCEOLA,IOWA,59.8
319,2015,PALO ALTO,IOWA,59.5
320,2015,PLYMOUTH,IOWA,60.1
321,2015,POCAHONTAS,IOWA,58.0
322,2015,SIOUX,IOWA,64.1
323,2015,APPANOOSE,IOWA,48.2
324,2015,CLARKE,IOWA,41.3
325,2015,DECATUR,IOWA,46.4
326,2015,LUCAS,IOWA,49.1
327,2015,MADISON,IOWA,53.9
328,2015,MARION,IOWA,56.0
329,2015,MONROE,IOWA,50.9
330,2015,RINGGOLD,IOWA,43.2
331,2015,UNION,IOWA,46.7
332,2015,WARREN,IOWA,53.6
333,2015,WAYNE,IOWA,45.0
334,2015,DAVIS,IOWA,48.9
335,2015,DES MOINES,IOWA,54.5
336,2015,HENRY,IOWA,55.8
337,2015,JEFFERSON,IOWA,50.1
338,2015,KEOKUK,IOWA,53.4
339,2015,LEE,IOWA,47.0
340,2015,LOUISA,IOWA,57.5
341,2015,MAHASKA,IOWA,55.6
342,2015,VAN BUREN,IOWA,46.1
343,2015,WAPELLO,IOWA,48.5
344,2015,WASHINGTON,IOWA,58.9
345,2015,ADAIR,IOWA,55.1
346,2015,ADAMS,IOWA,50.3
347,2015,CASS,IOWA,57.2
348,2015,FREMONT,IOWA,52.1
349,2015,MONTGOMERY,IOWA,51.0
350,2015,PAGE,IOWA,49.8
351,2015,POTTAWATTAMIE,IOWA,58.5
352,2015,AUDUBON,IOWA,57.8
353,2015,CALHOUN,IOWA,55.2
354,2015,CARROLL,IOWA,58.0
355,2015,CRAWFORD,IOWA,58.5
356,2015,GREENE,IOWA,53.6
357,2015,GUTHRIE,IOWA,54.4
358,2015,HARRISON,IOWA,52.1
359,2015,IDA,IOWA,60.2
360,2015,MONONA,IOWA,52.4
361,2015,SAC,IOWA,60.7
362,2015,SHELBY,IOWA,57.2
363,2015,WOODBURY,IOWA,56.4
364,2015,BARTON,KANSAS,30.8
365,2015,DICKINSON,KANSAS,37.4
366,2015,MARION,KANSAS,34.1
367,2015,MCPHERSON,KANSAS,34.3
368,2015,RICE,KANSAS,33.6
369,2015,RUSH,KANSAS,37.4
370,2015,SALINE,KANSAS,35.2
371,2015,ANDERSON,KANSAS,40.9
372,2015,DOUGLAS,KANSAS,41.3
373,2015,FRANKLIN,KANSAS,38.3
374,2015,GEARY,KANSAS,45.5
375,2015,LINN,KANSAS,32.6
376,2015,LYON,KANSAS,33.2
377,2015,MIAMI,KANSAS,42.4
378,2015,MORRIS,KANSAS,35.8
379,2015,OSAGE,KANSAS,38.3
380,2015,CLAY,KANSAS,44.6
381,2015,JEWELL,KANSAS,43.3
382,2015,OSBORNE,KANSAS,30.8
383,2015,OTTAWA,KANSAS,31.3
384,2015,PHILLIPS,KANSAS,23.7
385,2015,REPUBLIC,KANSAS,45.8
386,2015,SMITH,KANSAS,35.2
387,2015,WASHINGTON,KANSAS,38.6
388,2015,ATCHISON,KANSAS,38.9
389,2015,BROWN,KANSAS,46.5
390,2015,JACKSON,KANSAS,34.3
391,2015,JEFFERSON,KANSAS,43.4
392,2015,LEAVENWORTH,KANSAS,33.7
393,2015,MARSHALL,KANSAS,35.6
394,2015,NEMAHA,KANSAS,31.4
395,2015,POTTAWATOMIE,KANSAS,41.6
396,2015,CHEYENNE,KANSAS,58.0
397,2015,DECATUR,KANSAS,41.3
398,2015,SHERMAN,KANSAS,60.2
399,2015,HARPER,KANSAS,28.9
400,2015,HARVEY,KANSAS,37.7
401,2015,RENO,KANSAS,35.6
402,2015,SEDGWICK,KANSAS,43.8
403,2015,SUMNER,KANSAS,31.1
404,2015,BOURBON,KANSAS,30.6
405,2015,BUTLER,KANSAS,41.0
406,2015,CHAUTAUQUA,KANSAS,36.3
407,2015,CHEROKEE,KANSAS,41.3
408,2015,COWLEY,KANSAS,35.1
409,2015,ELK,KANSAS,27.7
410,2015,GREENWOOD,KANSAS,32.3
411,2015,LABETTE,KANSAS,36.9
412,2015,MONTGOMERY,KANSAS,36.0
413,2015,NEOSHO,KANSAS,36.2
414,2015,HODGEMAN,KANSAS,65.5
415,2015,MEADE,KANSAS,64.6
416,2015,GOVE,KANSAS,46.8
417,2015,SCOTT,KANSAS,62.5
418,2015,BATH,KENTUCKY,43.3
419,2015,BOURBON,KENTUCKY,47.6
420,2015,BOYLE,KENTUCKY,49.3
421,2015,CLARK,KENTUCKY,50.2
422,2015,FAYETTE,KENTUCKY,54.2
423,2015,FLEMING,KENTUCKY,44.5
424,2015,FRANKLIN,KENTUCKY,54.3
425,2015,JESSAMINE,KENTUCKY,41.3
426,2015,LINCOLN,KENTUCKY,51.0
427,2015,MADISON,KENTUCKY,52.2
428,2015,MASON,KENTUCKY,52.4
429,2015,MERCER,KENTUCKY,47.5
430,2015,NICHOLAS,KENTUCKY,47.5
431,2015,SCOTT,KENTUCKY,50.9
432,2015,SHELBY,KENTUCKY,51.4
433,2015,SPENCER,KENTUCKY,51.7
434,2015,WASHINGTON,KENTUCKY,47.8
435,2015,WOODFORD,KENTUCKY,52.5
436,2015,ADAIR,KENTUCKY,54.9
437,2015,ALLEN,KENTUCKY,46.3
438,2015,BARREN,KENTUCKY,48.5
439,2015,BRECKINRIDGE,KENTUCKY,53.6
440,2015,BULLITT,KENTUCKY,40.6
441,2015,BUTLER,KENTUCKY,54.2
442,2015,CASEY,KENTUCKY,53.4
443,2015,CUMBERLAND,KENTUCKY,58.4
444,2015,EDMONSON,KENTUCKY,41.0
445,2015,GRAYSON,KENTUCKY,48.6
446,2015,GREEN,KENTUCKY,50.2
447,2015,HARDIN,KENTUCKY,53.5
448,2015,HART,KENTUCKY,50.5
449,2015,LARUE,KENTUCKY,50.5
450,2015,MARION,KENTUCKY,51.1
451,2015,MEADE,KENTUCKY,52.0
452,2015,METCALFE,KENTUCKY,46.4
453,2015,MONROE,KENTUCKY,50.0
454,2015,NELSON,KENTUCKY,47.4
455,2015,RUSSELL,KENTUCKY,49.8
456,2015,TAYLOR,KENTUCKY,51.6
457,2015,WARREN,KENTUCKY,43.9
458,2015,GREENUP,KENTUCKY,44.8
459,2015,LEWIS,KENTUCKY,47.2
460,2015,PULASKI,KENTUCKY,52.9
461,2015,ROWAN,KENTUCKY,31.1
462,2015,WAYNE,KENTUCKY,49.7
463,2015,CALDWELL,KENTUCKY,47.6
464,2015,CHRISTIAN,KENTUCKY,47.0
465,2015,CRITTENDEN,KENTUCKY,45.7
466,2015,DAVIESS,KENTUCKY,52.6
467,2015,HANCOCK,KENTUCKY,49.3
468,2015,HENDERSON,KENTUCKY,53.8
469,2015,LOGAN,KENTUCKY,42.5
470,2015,MCLEAN,KENTUCKY,49.9
471,2015,OHIO,KENTUCKY,52.2
472,2015,SIMPSON,KENTUCKY,34.6
473,2015,TODD,KENTUCKY,47.3
474,2015,UNION,KENTUCKY,50.9
475,2015,WEBSTER,KENTUCKY,54.3
476,2015,BOONE,KENTUCKY,50.6
477,2015,BRACKEN,KENTUCKY,44.4
478,2015,GRANT,KENTUCKY,50.8
479,2015,HENRY,KENTUCKY,41.9
480,2015,OLDHAM,KENTUCKY,49.0
481,2015,OWEN,KENTUCKY,48.8
482,2015,PENDLETON,KENTUCKY,53.8
483,2015,TRIMBLE,KENTUCKY,42.5
484,2015,BALLARD,KENTUCKY,50.3
485,2015,CALLOWAY,KENTUCKY,45.2
486,2015,CARLISLE,KENTUCKY,52.4
487,2015,FULTON,KENTUCKY,51.6
488,2015,GRAVES,KENTUCKY,51.4
489,2015,HICKMAN,KENTUCKY,47.7
490,2015,LYON,KENTUCKY,41.7
491,2015,TRIGG,KENTUCKY,50.0
492,2015,AVOYELLES,LOUISIANA,37.5
493,2015,CATAHOULA,LOUISIANA,34.8
494,2015,CONCORDIA,LOUISIANA,41.4
495,2015,EVANGELINE,LOUISIANA,26.0
496,2015,GRANT,LOUISIANA,20.2
497,2015,POINTE COUPEE,LOUISIANA,41.2
498,2015,RAPIDES,LOUISIANA,30.5
499,2015,WASHINGTON,LOUISIANA,20.8
500,2015,OUACHITA,LOUISIANA,47.1
501,2015,EAST CARROLL,LOUISIANA,54.6
502,2015,FRANKLIN,LOUISIANA,49.1
503,2015,MADISON,LOUISIANA,44.9
504,2015,MOREHOUSE,LOUISIANA,50.3
505,2015,RICHLAND,LOUISIANA,40.2
506,2015,TENSAS,LOUISIANA,42.5
507,2015,WEST CARROLL,LOUISIANA,53.9
508,2015,BOSSIER,LOUISIANA,21.2
509,2015,CADDO,LOUISIANA,38.2
510,2015,IBERIA,LOUISIANA,42.5
511,2015,IBERVILLE,LOUISIANA,49.0
512,2015,ACADIA,LOUISIANA,28.0
513,2015,ALLEN,LOUISIANA,21.7
514,2015,CALCASIEU,LOUISIANA,28.3
515,2015,JEFFERSON DAVIS,LOUISIANA,20.0
516,2015,VERMILION,LOUISIANA,34.5
517,2015,NATCHITOCHES,LOUISIANA,26.9
518,2015,DORCHESTER,MARYLAND,43.6
519,2015,SOMERSET,MARYLAND,39.3
520,2015,WICOMICO,MARYLAND,37.3
521,2015,WORCESTER,MARYLAND,36.5
522,2015,BALTIMORE,MARYLAND,49.2
523,2015,BALTIMORE,MARYLAND,49.2
524,2015,CARROLL,MARYLAND,41.9
525,2015,FREDERICK,MARYLAND,41.6
526,2015,HARFORD,MARYLAND,47.1
527,2015,MONTGOMERY,MARYLAND,32.5
528,2015,ANNE ARUNDEL,MARYLAND,32.6
529,2015,CALVERT,MARYLAND,31.8
530,2015,CHARLES,MARYLAND,26.6
531,2015,CAROLINE,MARYLAND,37.4
532,2015,KENT,MARYLAND,47.0
533,2015,GLADWIN,MICHIGAN,45.4
534,2015,GRATIOT,MICHIGAN,53.0
535,2015,ISABELLA,MICHIGAN,45.4
536,2015,MECOSTA,MICHIGAN,38.3
537,2015,MIDLAND,MICHIGAN,49.1
538,2015,MONTCALM,MICHIGAN,44.4
539,2015,ARENAC,MICHIGAN,45.1
540,2015,BAY,MICHIGAN,54.2
541,2015,HURON,MICHIGAN,52.6
542,2015,SAGINAW,MICHIGAN,52.1
543,2015,SANILAC,MICHIGAN,52.5
544,2015,TUSCOLA,MICHIGAN,55.2
545,2015,BARRY,MICHIGAN,45.9
546,2015,BRANCH,MICHIGAN,46.7
547,2015,CALHOUN,MICHIGAN,44.5
548,2015,CLINTON,MICHIGAN,52.3
549,2015,EATON,MICHIGAN,48.6
550,2015,HILLSDALE,MICHIGAN,46.8
551,2015,INGHAM,MICHIGAN,50.1
552,2015,IONIA,MICHIGAN,52.7
553,2015,JACKSON,MICHIGAN,44.1
554,2015,SHIAWASSEE,MICHIGAN,52.3
555,2015,GENESEE,MICHIGAN,46.0
556,2015,LAPEER,MICHIGAN,50.2
557,2015,LENAWEE,MICHIGAN,48.7
558,2015,LIVINGSTON,MICHIGAN,47.6
559,2015,MACOMB,MICHIGAN,43.3
560,2015,MONROE,MICHIGAN,46.6
561,2015,OAKLAND,MICHIGAN,46.0
562,2015,WASHTENAW,MICHIGAN,44.8
563,2015,WAYNE,MICHIGAN,43.7
564,2015,ALLEGAN,MICHIGAN,45.9
565,2015,CASS,MICHIGAN,50.1
566,2015,KALAMAZOO,MICHIGAN,52.5
567,2015,KENT,MICHIGAN,49.8
568,2015,MASON,MICHIGAN,47.2
569,2015,MUSKEGON,MICHIGAN,44.5
570,2015,NEWAYGO,MICHIGAN,41.1
571,2015,BENTON,MINNESOTA,47.3
572,2015,CARVER,MINNESOTA,58.5
573,2015,KANDIYOHI,MINNESOTA,54.0
574,2015,MCLEOD,MINNESOTA,52.5
575,2015,MEEKER,MINNESOTA,51.0
576,2015,MORRISON,MINNESOTA,51.0
577,2015,RENVILLE,MINNESOTA,55.3
578,2015,SCOTT,MINNESOTA,57.9
579,2015,SIBLEY,MINNESOTA,55.7
580,2015,STEARNS,MINNESOTA,52.4
581,2015,TODD,MINNESOTA,47.8
582,2015,WRIGHT,MINNESOTA,55.6
583,2015,AITKIN,MINNESOTA,32.0
584,2015,ANOKA,MINNESOTA,42.5
585,2015,CHISAGO,MINNESOTA,45.8
586,2015,HENNEPIN,MINNESOTA,54.8
587,2015,ISANTI,MINNESOTA,43.8
588,2015,MILLE LACS,MINNESOTA,48.3
589,2015,PINE,MINNESOTA,49.1
590,2015,WASHINGTON,MINNESOTA,53.6
591,2015,CLAY,MINNESOTA,40.6
592,2015,KITTSON,MINNESOTA,31.8
593,2015,MAHNOMEN,MINNESOTA,37.2
594,2015,MARSHALL,MINNESOTA,32.4
595,2015,NORMAN,MINNESOTA,40.0
596,2015,PENNINGTON,MINNESOTA,35.2
597,2015,POLK,MINNESOTA,35.6
598,2015,RED LAKE,MINNESOTA,35.5
599,2015,ROSEAU,MINNESOTA,30.9
600,2015,BLUE EARTH,MINNESOTA,59.8
601,2015,BROWN,MINNESOTA,56.5
602,2015,FARIBAULT,MINNESOTA,61.3
603,2015,FREEBORN,MINNESOTA,58.6
604,2015,LE SUEUR,MINNESOTA,56.2
605,2015,MARTIN,MINNESOTA,61.7
606,2015,NICOLLET,MINNESOTA,60.1
607,2015,RICE,MINNESOTA,56.8
608,2015,STEELE,MINNESOTA,58.0
609,2015,WASECA,MINNESOTA,60.1
610,2015,WATONWAN,MINNESOTA,59.0
611,2015,DAKOTA,MINNESOTA,53.9
612,2015,DODGE,MINNESOTA,60.6
613,2015,FILLMORE,MINNESOTA,56.3
614,2015,GOODHUE,MINNESOTA,58.1
615,2015,MOWER,MINNESOTA,58.2
616,2015,OLMSTED,MINNESOTA,54.5
617,2015,WINONA,MINNESOTA,55.9
618,2015,COTTONWOOD,MINNESOTA,56.8
619,2015,JACKSON,MINNESOTA,56.7
620,2015,LYON,MINNESOTA,54.7
621,2015,MURRAY,MINNESOTA,55.4
622,2015,NOBLES,MINNESOTA,57.1
